class_id,class_name,total,noise_score,corrupted,grayscale,small,low_contrast,near_blank,color_outlier,color_var
n01914609,sea anemone,1300,1.2,0,0,0,0,0,2,0.0379
n01944390,snail,1300,1.2,0,0,0,0,0,2,0.0345
n01978287,Dungeness crab,1300,1.2,0,0,0,0,0,2,0.0291
n01980166,fiddler crab,1300,1.2,0,0,0,0,0,2,0.0404
n01983481,American lobster,1300,1.2,0,0,0,0,0,2,0.0376
n01984695,spiny lobster,1300,1.2,0,0,0,0,0,2,0.0347
n02011460,bittern,1300,1.2,0,0,0,0,0,2,0.0348
n02017213,European gallinule,1300,1.2,0,0,0,0,0,2,0.0387
n02085620,Chihuahua,1300,1.2,0,0,0,0,0,2,0.0379
n02086079,Pekinese,1300,1.2,0,0,0,0,0,2,0.0362
n02087394,Rhodesian ridgeback,1300,1.2,0,0,0,0,0,2,0.0354
n02090622,borzoi,1300,1.2,0,0,0,0,0,2,0.0326
n02091244,Ibizan hound,1300,1.2,0,0,0,0,0,2,0.0378
n02091467,Norwegian elkhound,1300,1.2,0,0,0,0,0,2,0.0322
n02093991,Irish terrier,1300,1.2,0,0,0,0,0,2,0.0347
n02096051,Airedale,1300,1.2,0,0,0,0,0,2,0.0358
n02102177,Welsh springer spaniel,1300,1.2,0,0,0,0,0,2,0.0328
n02105162,malinois,1300,1.2,0,0,0,0,0,2,0.0317
n02105412,kelpie,1300,1.2,0,0,0,0,0,2,0.036
n02105505,komondor,1300,1.2,0,0,0,0,0,2,0.0314
n02105641,Old English sheepdog,1300,1.2,0,0,0,0,0,2,0.0332
n02106550,Rottweiler,1300,1.2,0,0,0,0,0,2,0.0319
n02107574,Greater Swiss Mountain dog,1300,1.2,0,0,0,0,0,2,0.0327
n02110806,basenji,1300,1.2,0,0,0,0,0,2,0.037
n02111129,Leonberg,1300,1.2,0,0,0,0,0,2,0.0288
n02111500,Great Pyrenees,1300,1.2,0,0,0,0,0,2,0.0357
n02114712,red wolf,1300,1.2,0,0,0,0,0,2,0.036
n02115641,dingo,1300,1.2,0,0,0,0,0,2,0.033
n02115913,dhole,1300,1.2,0,0,0,0,0,2,0.034
n02116738,African hunting dog,1300,1.2,0,0,0,0,0,2,0.0322
n02117135,hyena,1300,1.2,0,0,0,0,0,2,0.0332
n02128925,jaguar,1300,1.2,0,0,0,0,0,2,0.028
n02129604,tiger,1300,1.2,0,0,0,0,0,2,0.0333
n02130308,cheetah,1300,1.2,0,0,0,0,0,2,0.0325
n02138441,meerkat,1300,1.2,0,0,0,0,0,2,0.0336
n02219486,ant,1300,1.2,0,0,0,0,0,2,0.0423
n02229544,cricket,1300,1.2,0,0,0,0,0,2,0.0487
n02233338,cockroach,1300,1.2,0,0,0,0,0,2,0.0536
n02256656,cicada,1300,1.2,0,0,0,0,0,2,0.041
n02264363,lacewing,1300,1.2,0,0,0,0,0,2,0.0573
n02268853,damselfly,1300,1.2,0,0,0,0,0,2,0.0455
n02281787,lycaenid,1300,1.2,0,0,0,0,0,2,0.0466
n02321529,sea cucumber,1300,1.2,0,0,0,0,0,2,0.0366
n02342885,hamster,1300,1.2,0,0,0,0,0,2,0.0357
n02398521,hippopotamus,1300,1.2,0,0,0,0,0,2,0.0362
n02410509,bison,1300,1.2,0,0,0,0,0,2,0.0436
n02417914,ibex,1300,1.2,0,0,0,0,0,2,0.0374
n02422699,impala,1300,1.2,0,0,0,0,0,2,0.0339
n02423022,gazelle,1300,1.2,0,0,0,0,0,2,0.0377
n02457408,three-toed sloth,1300,1.2,0,0,0,0,0,2,0.0326
n02480495,orangutan,1300,1.2,0,0,0,0,0,2,0.0314
n02489166,proboscis monkey,1300,1.2,0,0,0,0,0,2,0.0325
n02492035,capuchin,1300,1.2,0,0,0,0,0,2,0.0351
n02509815,lesser panda,1300,1.2,0,0,0,0,0,2,0.0278
n02510455,giant panda,1300,1.2,0,0,0,0,0,2,0.0292
n02607072,anemone fish,1300,1.2,0,0,0,0,0,2,0.0347
n02701002,ambulance,1300,1.2,0,0,0,0,0,2,0.031
n02814533,beach wagon,1300,1.2,0,0,0,0,0,2,0.031
n02823750,beer glass,1300,1.2,0,0,0,0,0,2,0.0418
n02834397,bib,1300,1.2,0,0,0,0,0,2,0.0465
n02860847,bobsled,1300,1.2,0,0,0,0,0,2,0.033
n02870880,bookcase,1300,1.2,0,0,0,0,0,2,0.028
n02871525,bookshop,1300,1.2,0,0,0,0,0,2,0.0264
n02892767,brassiere,1300,1.2,0,0,0,0,0,2,0.0366
n02951358,canoe,1300,1.2,0,0,0,0,0,2,0.0372
n02963159,cardigan,1300,1.2,0,0,0,0,0,2,0.0394
n02966193,carousel,1300,1.2,0,0,0,0,0,2,0.0281
n02971356,carton,1300,1.2,0,0,0,0,0,2,0.0492
n03089624,confectionery,1300,1.2,0,0,0,0,0,2,0.0242
n03134739,croquet ball,1300,1.2,0,0,0,0,0,2,0.0422
n03207743,dishrag,1300,1.2,0,0,0,0,0,2,0.0374
n03259280,Dutch oven,1300,1.2,0,0,0,0,0,2,0.0307
n03345487,fire engine,1300,1.2,0,0,0,0,0,2,0.0335
n03379051,football helmet,1300,1.2,0,0,0,0,0,2,0.046
n03384352,forklift,1300,1.2,0,0,0,0,0,2,0.0354
n03444034,go-kart,1300,1.2,0,0,0,0,0,2,0.038
n03710637,maillot,1300,1.2,0,0,0,0,0,2,0.0468
n03775071,mitten,1300,1.2,0,0,0,0,0,2,0.0434
n03796401,moving van,1159,1.2,0,0,0,0,0,2,0.0363
n03871628,packet,1300,1.2,0,0,0,0,0,2,0.0531
n03899768,patio,1152,1.2,0,0,0,0,0,2,0.0278
n03944341,pinwheel,1117,1.2,0,0,0,0,0,2,0.0495
n03977966,police van,1300,1.2,0,0,0,0,0,2,0.0264
n03980874,poncho,1300,1.2,0,0,0,0,0,2,0.0408
n03991062,pot,1300,1.2,0,0,0,0,0,2,0.0305
n04133789,sandal,1300,1.2,0,0,0,0,0,2,0.0565
n04136333,sarong,1300,1.2,0,0,0,0,0,2,0.039
n04146614,school bus,1300,1.2,0,0,0,0,0,2,0.0336
n04277352,spindle,1300,1.2,0,0,0,0,0,2,0.0429
n04417672,thatch,1300,1.2,0,0,0,0,0,2,0.0305
n04456115,torch,1300,1.2,0,0,0,0,0,2,0.051
n04462240,toyshop,1300,1.2,0,0,0,0,0,2,0.0247
n04509417,unicycle,1300,1.2,0,0,0,0,0,2,0.0363
n04584207,wig,1300,1.2,0,0,0,0,0,2,0.044
n07579787,plate,1300,1.2,0,0,0,0,0,2,0.0355
n07584110,consomme,1207,1.2,0,0,0,0,0,2,0.0366
n07590611,hot pot,1149,1.2,0,0,0,0,0,2,0.0324
n07684084,French loaf,1300,1.2,0,0,0,0,0,2,0.0312
n07693725,bagel,1300,1.2,0,0,0,0,0,2,0.0362
n07697313,cheeseburger,1300,1.2,0,0,0,0,0,2,0.0318
n07697537,hotdog,1300,1.2,0,0,0,0,0,2,0.0369
n07714571,head cabbage,1300,1.2,0,0,0,0,0,2,0.0372
n07717556,butternut squash,1300,1.2,0,0,0,0,0,2,0.0503
n07730033,cardoon,1125,1.2,0,0,0,0,0,2,0.0348
n07734744,mushroom,1300,1.2,0,0,0,0,0,2,0.0382
n07745940,strawberry,1300,1.2,0,0,0,0,0,2,0.0492
n07831146,carbonara,1300,1.2,0,0,0,0,0,2,0.0331
n07871810,meat loaf,1300,1.2,0,0,0,0,0,2,0.0328
n07880968,burrito,1300,1.2,0,0,0,0,0,2,0.0357
n09256479,coral reef,1300,1.2,0,0,0,0,0,2,0.0369
n09421951,sandbar,1300,1.2,0,0,0,0,0,2,0.0403
n11879895,rapeseed,1300,1.2,0,0,0,0,0,2,0.048
n12620546,hip,1300,1.2,0,0,0,0,0,2,0.0415
n13037406,gyromitra,1300,1.2,0,0,0,0,0,2,0.0248
n13040303,stinkhorn,1300,1.2,0,0,0,0,0,2,0.0318
n13052670,hen-of-the-woods,1300,1.2,0,0,0,0,0,2,0.0291
n13054560,bolete,1300,1.2,0,0,0,0,0,2,0.0274
n01601694,water ouzel,1300,1.0,0,1,0,0,0,1,0.0426
n01774750,tarantula,1300,1.0,0,1,0,0,0,1,0.0428
n02033041,dowitcher,1300,1.0,0,1,0,0,0,1,0.0582
n02091635,otterhound,738,1.0,0,1,0,0,0,1,0.0308
n02093859,Kerry blue terrier,1273,1.0,0,1,0,0,0,1,0.0384
n02099849,Chesapeake Bay retriever,1300,1.0,0,1,0,0,0,1,0.0351
n02102480,Sussex spaniel,1300,1.0,0,1,0,0,0,1,0.0358
n02106030,collie,1300,1.0,0,1,0,0,0,1,0.0358
n02107683,Bernese mountain dog,1300,1.0,0,1,0,0,0,1,0.0358
n02108551,Tibetan mastiff,1300,1.0,0,1,0,0,0,1,0.0304
n02113712,miniature poodle,1300,1.0,0,1,0,0,0,1,0.0391
n02124075,Egyptian cat,1300,1.0,0,1,0,0,0,1,0.0358
n02412080,ram,1300,1.0,0,1,0,0,0,1,0.0326
n02704792,amphibian,1300,1.0,0,1,0,0,0,1,0.0346
n02802426,basketball,1300,1.0,0,1,0,0,0,1,0.0343
n03018349,china cabinet,1300,1.0,0,1,0,0,0,1,0.0361
n03100240,convertible,1300,1.0,0,1,0,0,0,1,0.0296
n03160309,dam,1300,1.0,0,1,0,0,0,1,0.0327
n03594945,jeep,1300,1.0,0,1,0,0,0,1,0.0295
n03598930,jigsaw puzzle,1300,1.0,0,1,0,0,0,1,0.0354
n03617480,kimono,1300,1.0,0,1,0,0,0,1,0.036
n03743016,megalith,1300,1.0,0,1,0,0,0,1,0.0364
n04065272,recreational vehicle,1300,1.0,0,1,0,0,0,1,0.03
n04118538,rugby ball,1300,1.0,0,1,0,0,0,1,0.0319
n04606251,wreck,1300,1.0,0,1,0,0,0,1,0.0477
n06874185,traffic light,1300,1.0,0,1,0,0,0,1,0.054
n09399592,promontory,1300,1.0,0,1,0,0,0,1,0.0347
n01518878,ostrich,1300,0.6,0,0,0,0,0,1,0.0442
n01667778,terrapin,1300,0.6,0,0,0,0,0,1,0.0403
n01728572,thunder snake,1300,0.6,0,0,0,0,0,1,0.0305
n01872401,echidna,1300,0.6,0,0,0,0,0,1,0.028
n01877812,wallaby,1300,0.6,0,0,0,0,0,1,0.0328
n01924916,flatworm,1300,0.6,0,0,0,0,0,1,0.036
n01955084,chiton,1300,0.6,0,0,0,0,0,1,0.0291
n01985128,crayfish,1300,0.6,0,0,0,0,0,1,0.0416
n01986214,hermit crab,1300,0.6,0,0,0,0,0,1,0.0376
n02002556,white stork,1300,0.6,0,0,0,0,0,1,0.0654
n02018795,bustard,1300,0.6,0,0,0,0,0,1,0.0463
n02093256,Staffordshire bullterrier,1300,0.6,0,0,0,0,0,1,0.0361
n02100877,Irish setter,1300,0.6,0,0,0,0,0,1,0.0316
n02101556,clumber,1300,0.6,0,0,0,0,0,1,0.0319
n02119022,red fox,1300,0.6,0,0,0,0,0,1,0.0364
n02123159,tiger cat,1300,0.6,0,0,0,0,0,1,0.0344
n02128385,leopard,1300,0.6,0,0,0,0,0,1,0.0314
n02129165,lion,1300,0.6,0,0,0,0,0,1,0.0295
n02281406,sulphur butterfly,1300,0.6,0,0,0,0,0,1,0.0384
n02326432,hare,1300,0.6,0,0,0,0,0,1,0.04
n02389026,sorrel,1300,0.6,0,0,0,0,0,1,0.0355
n02395406,hog,1300,0.6,0,0,0,0,0,1,0.0306
n02397096,warthog,1300,0.6,0,0,0,0,0,1,0.0353
n02486410,baboon,1300,0.6,0,0,0,0,0,1,0.0324
n02493509,titi,1300,0.6,0,0,0,0,0,1,0.0351
n02494079,squirrel monkey,1300,0.6,0,0,0,0,0,1,0.0327
n03404251,fur coat,1300,0.6,0,0,0,0,0,1,0.0384
n03854065,organ,1300,0.6,0,0,0,0,0,1,0.0338
n06596364,comic book,1300,0.6,0,0,0,0,0,1,0.0373
n07695742,pretzel,1300,0.6,0,0,0,0,0,1,0.034
n07717410,acorn squash,1300,0.6,0,0,0,0,0,1,0.031
n07747607,orange,1300,0.6,0,0,0,0,0,1,0.056
n07753275,pineapple,1300,0.6,0,0,0,0,0,1,0.0352
n07860988,dough,1300,0.6,0,0,0,0,0,1,0.036
n07873807,pizza,1300,0.6,0,0,0,0,0,1,0.0323
n10565667,scuba diver,1300,0.4,0,1,0,0,0,0,0.0639
n02108000,EntleBucher,1300,0.0,0,0,0,0,0,0,0.0355
